system:index,flood_label,.geo
2_572,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.237573199730962,6.464231868759871]}"
2_573,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.244310564361858,6.497379702743881]}"
2_574,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.302251900187567,6.520017247903693]}"
2_575,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.306024824380869,6.461267428322277]}"
2_576,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3017129110170957,6.495493240647231]}"
2_577,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242693596850443,6.457494504128975]}"
2_578,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2548208531860565,6.436473926480578]}"
2_579,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.259402261135066,6.412758402979823]}"
2_580,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2459275318732734,6.461536922907513]}"
2_581,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.29362807346002,6.501691616107656]}"
2_582,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.248891972310868,6.496571218988174]}"
2_583,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.306833308136577,6.513010388687562]}"
2_584,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2416156185094995,6.5089679699090235]}"
2_585,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3108757269151146,6.437821399406757]}"
2_586,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2154746437416213,6.47150822256124]}"
2_587,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3073722973070487,6.5089679699090235]}"
2_588,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2629056907431324,6.491720316453929]}"
2_589,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.294975546386199,6.456955514958503]}"
2_590,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.1944540660932246,6.418417789269776]}"
2_591,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2599412503055376,6.447523204475248]}"
2_592,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.246197026458509,6.5127408941023255]}"
2_593,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.222212008372518,6.484982951823032]}"
2_594,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2825787954653496,6.455069052861852]}"
2_595,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.267217604106906,6.479323565533079]}"
2_596,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2591327665498304,6.506542518641901]}"
2_597,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2599412503055376,6.437551904821522]}"
2_598,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.265331142010255,6.498727175670061]}"
2_599,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2478139939699244,6.522442699170816]}"
2_600,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2647921528397834,6.487677897675391]}"
2_601,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2796143550277552,6.496301724402938]}"
2_602,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.302521394772803,6.445636742378597]}"
2_603,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2844652575620006,6.514357861613741]}"
2_604,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.320038542813134,6.416531327173125]}"
2_605,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.272607495811623,6.45911147164039]}"
2_606,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3033298785285106,6.460189449981334]}"
2_607,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2868907088291235,6.460189449981334]}"
2_608,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2284103838329425,6.49684071357341]}"
2_609,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.308719770233228,6.44024685067388]}"
2_610,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.282039806294878,6.510854432005674]}"
2_611,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.289855149266718,6.404673565422747]}"
2_612,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.218439084179216,6.46692681461223]}"
2_613,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2189780733496876,6.460189449981334]}"
2_614,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.260210744890774,6.40709901668987]}"
2_615,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2758414308344532,6.422729702633549]}"
2_616,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3076417918922845,6.504925551130485]}"
2_617,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2383816834866694,6.4922593056244]}"
2_618,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.325428434517851,6.406829522104633]}"
2_619,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2712600228854436,6.439977356088644]}"
2_620,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.263983669084076,6.413566886735531]}"
2_621,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3071028027218126,6.467196309197465]}"
2_622,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2515869181632264,6.497379702743881]}"
2_623,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2758414308344532,6.447523204475248]}"
2_624,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.298478975994265,6.469082771294117]}"
2_625,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.283926268391529,6.446984215304776]}"
2_626,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.231644318855773,6.502769594448599]}"
2_627,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.209276268281197,6.429467067264445]}"
2_628,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2753024416639818,6.48121002762973]}"
2_629,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2232899867134615,6.497110208158646]}"
2_630,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2321833080262445,6.492798294794872]}"
2_631,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.223828975883933,6.515166345369448]}"
2_632,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.25266489650417,6.521903710000345]}"
2_633,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.24808348855516,6.518130785807043]}"
2_634,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.318152080716483,6.443750280281946]}"
2_635,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2453885427028015,6.475550641339777]}"
2_636,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.306833308136577,6.442133312770531]}"
2_637,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3300098424668607,6.4057515437636905]}"
2_638,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3073722973070487,6.434048475213455]}"
2_639,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2642531636693115,6.5051950457157215]}"
2_640,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2761109254196894,6.436204431895342]}"
2_641,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.300634932676152,6.501691616107656]}"
2_642,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2189780733496876,6.503578078204306]}"
2_643,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2607497340612452,6.434048475213455]}"
2_644,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2418851130947353,6.46692681461223]}"
2_645,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.235417243049075,6.512471399517089]}"
2_646,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242963091435679,6.491450821868693]}"
2_647,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2548208531860565,6.415183854246945]}"
2_648,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.319499553642662,6.445097753208126]}"
2_649,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3095282539889355,6.506003529471429]}"
2_650,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2844652575620006,6.476359125095485]}"
2_651,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.231644318855773,6.506812013227137]}"
2_652,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2661396257659625,6.518130785807043]}"
2_653,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.332704788319219,6.406829522104633]}"
2_654,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.248352983140396,6.430275551020153]}"
2_655,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.302521394772803,6.449948655742371]}"
2_656,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.308450275647992,6.4561470312027955]}"
2_657,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2788058712720476,6.404943060007983]}"
2_658,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.28581273048818,6.513279883272797]}"
2_659,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2553598423565284,6.466387825441758]}"
2_660,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.272607495811623,6.473933673828362]}"
2_661,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.257515799038415,6.459650460810861]}"
2_662,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2418851130947353,6.498457681084825]}"
2_663,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.21816958959398,6.442133312770531]}"
2_664,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.22598493256582,6.458302987884682]}"
2_665,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2214035246168105,6.521364720829872]}"
2_666,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2656006365954906,6.450487644912843]}"
2_667,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2731464849820946,6.512201904931854]}"
2_668,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.257785293623651,6.457494504128975]}"
2_669,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242424102265207,6.524598655852703]}"
2_670,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.278266882101576,6.479862554703551]}"
2_671,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2189780733496876,6.4523741070094935]}"
2_672,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.291202622192897,6.482288005970673]}"
2_673,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.325428434517851,6.410063457127464]}"
2_674,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2359562322195465,6.477437103436428]}"
2_675,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2715295174706798,6.4787845763626075]}"
2_676,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.225445943395348,6.472586200902183]}"
2_677,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.253742874845113,6.507081507812372]}"
2_678,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2682955824478492,6.431353529361097]}"
2_679,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.287160203414359,6.487138908504919]}"
2_680,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3246199507621434,6.404943060007983]}"
2_681,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.262097206987425,6.460458944566569]}"
2_682,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3283928749554454,6.404673565422747]}"
2_683,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.355881322649503,6.400092157473737]}"
2_684,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3639661602065782,6.413566886735531]}"
2_685,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2979399868237937,6.487677897675391]}"
2_686,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2806923333686986,6.460728439151805]}"
2_687,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2995569543352086,6.443750280281946]}"
2_688,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.225445943395348,6.444289269452418]}"
2_689,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.300904427261388,6.503039089033835]}"
2_690,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2734159795673308,6.443211291111474]}"
2_691,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2588632719645942,6.495762735232466]}"
2_692,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2475444993846883,6.521634215415109]}"
2_693,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2324528026114803,6.4779760926069]}"
2_694,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2642531636693115,6.519208764147986]}"
2_695,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3108757269151146,6.528371580046005]}"
2_696,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2674870986921416,6.437012915651049]}"
2_697,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.298478975994265,6.519747753318458]}"
2_698,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.260210744890774,6.513279883272797]}"
2_699,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3168046077903037,6.408176995030813]}"
2_700,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2629056907431324,6.51112392659091]}"
2_701,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3014434164318596,6.514088367028505]}"
2_702,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.257785293623651,6.501691616107656]}"
2_703,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.229488362173886,6.496571218988174]}"
2_704,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.303060383943275,6.521634215415109]}"
2_705,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2677565932773778,6.497379702743881]}"
2_706,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.327584391199738,6.409793962542229]}"
2_707,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2453885427028015,6.497918691914354]}"
2_708,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2251764488101125,6.513279883272797]}"
2_709,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2920111059486046,6.417339810928833]}"
2_710,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.21816958959398,6.4901033489425135]}"
2_711,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.241076629339028,6.506003529471429]}"
2_712,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.29362807346002,6.405212554593219]}"
2_713,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.302790889358039,6.403865081667039]}"
2_714,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2798838496129914,6.499266164840533]}"
2_715,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2542818640155846,6.488755876016334]}"
2_716,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2831177846358215,6.4787845763626075]}"
2_717,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.300904427261388,6.468543782123645]}"
2_718,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.240537640168556,6.483096489726381]}"
2_719,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.270721033714972,6.444289269452418]}"
2_720,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.270721033714972,6.516244323710391]}"
2_721,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2176306004235085,6.469082771294117]}"
2_722,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.231913813441009,6.484174468067325]}"
2_723,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2658701311807268,6.460997933737041]}"
2_724,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.256437820697472,6.488216886845862]}"
2_725,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.231374824270537,6.421112735122135]}"
2_726,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.214127170815442,6.466118330856522]}"
2_727,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2717990120559155,6.458033493299447]}"
2_728,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2661396257659625,6.441324829014824]}"
2_729,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3095282539889355,6.447523204475248]}"
2_730,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2995569543352086,6.450757139498078]}"
2_731,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2658701311807268,6.462075912077984]}"
2_732,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2696430553740288,6.438360388577229]}"
2_733,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.308719770233228,6.454260569106145]}"
2_734,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.294975546386199,6.462884395833692]}"
2_735,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.318152080716483,6.42138222970737]}"
2_736,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2629056907431324,6.432701002287276]}"
2_737,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242424102265207,6.468274287538409]}"
2_738,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.291202622192897,6.476089630510249]}"
2_739,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.293358578874784,6.457225009543739]}"
2_740,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2976704922385576,6.489833854357277]}"
2_741,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.294975546386199,6.446445226134305]}"
2_742,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.28581273048818,6.519208764147986]}"
2_743,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.227871394662471,6.461806417492749]}"
2_744,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2755719362492175,6.44806219364572]}"
2_745,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2399986509980843,6.500613637766712]}"
2_746,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2976704922385576,6.492798294794872]}"
2_747,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2604802394760095,6.501961110692891]}"
2_748,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.227332405491999,6.521903710000345]}"
2_749,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2119712141335555,6.406560027519398]}"
2_750,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2771889037606328,6.437012915651049]}"
2_751,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.289855149266718,6.4486011828161915]}"
2_752,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.1869082177066206,6.438090893991993]}"
2_753,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2284103838329425,6.517591796636571]}"
2_754,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2960535247271427,6.508159486153316]}"
2_755,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.298478975994265,6.515435839954684]}"
2_756,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.229488362173886,6.456955514958503]}"
2_757,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2456580372880373,6.500883132351948]}"
2_758,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.238920672657141,6.4825575005559095]}"
2_759,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.297131503068086,6.483365984311617]}"
2_760,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.263444679913604,6.475281146754542]}"
2_761,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2874296979995954,6.512471399517089]}"
2_762,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.296592513897614,6.512201904931854]}"
2_763,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3076417918922845,6.438899377747701]}"
2_764,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2362257268047823,6.513549377858033]}"
2_765,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2863517196586516,6.482018511385438]}"
2_766,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.27476345249351,6.523790172096995]}"
2_767,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2647921528397834,6.46234540666322]}"
2_768,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.23380027553766,6.470699738805532]}"
2_769,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2553598423565284,6.472316706316947]}"
2_770,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.272607495811623,6.431623023946333]}"
2_771,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2308358351000654,6.5127408941023255]}"
2_772,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2693735607887926,6.479862554703551]}"
2_773,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2941670626304917,6.501691616107656]}"
2_774,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2828482900505858,6.479593060118315]}"
2_775,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.230027351344358,6.4922593056244]}"
2_776,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.225715437980584,6.486060930163975]}"
2_777,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.313840167352709,6.445097753208126]}"
2_778,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2618277124021886,6.4523741070094935]}"
2_779,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.287160203414359,6.451835117839022]}"
2_780,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2267934163215273,6.469352265879353]}"
2_781,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.240537640168556,6.467196309197465]}"
2_782,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3353997341715775,6.407907500445577]}"
2_783,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.216013632912093,6.446175731549069]}"
2_784,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.248891972310868,6.421651724292606]}"
2_785,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.304138362284218,6.45129612866855]}"
2_786,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2866212142438878,6.421651724292606]}"
2_787,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.26694810952167,6.408446489616049]}"
2_788,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242424102265207,6.505734034886193]}"
2_789,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.291741611363369,6.466387825441758]}"
2_790,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.300365438090916,6.486060930163975]}"
2_791,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2472750047994525,6.443750280281946]}"
2_792,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2850042467324725,6.477706598021664]}"
2_793,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2302968459295935,6.449140171986663]}"
2_794,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.272607495811623,6.503847572789542]}"
2_795,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.223828975883933,6.444558764037653]}"
2_796,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.302521394772803,6.422460208048314]}"
2_797,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2208645354463386,6.455069052861852]}"
2_798,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2289493730034144,6.414644865076474]}"
2_799,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3259674236883225,6.405482049178454]}"
2_800,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2866212142438878,6.451835117839022]}"
2_801,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.241076629339028,6.444019774867182]}"
2_802,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.35022193635955,6.404134576252275]}"
2_803,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2383816834866694,6.520017247903693]}"
2_804,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2515869181632264,6.480401543874023]}"
2_805,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3375556908534643,6.401709124985152]}"
2_806,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3092587594036997,6.446175731549069]}"
2_807,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.22598493256582,6.444019774867182]}"
2_808,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2364952213900184,6.494415262306287]}"
2_809,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3111452215003507,6.440516345259116]}"
2_810,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.248891972310868,6.480671038459258]}"
2_811,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2806923333686986,6.434587464383927]}"
2_812,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.297131503068086,6.501152626937183]}"
2_813,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2416156185094995,6.5240596666822315]}"
2_814,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.250239445237047,6.438629883162465]}"
2_815,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2647921528397834,6.425155153900672]}"
2_816,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2478139939699244,6.446984215304776]}"
2_817,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.231913813441009,6.458841977055154]}"
2_818,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.243232586020915,6.468004792953173]}"
2_819,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2674870986921416,6.506542518641901]}"
2_820,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.255898831527,6.430814540190625]}"
2_821,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.335130239586342,6.406560027519398]}"
2_822,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.310067243159407,6.490911832698221]}"
2_823,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.328931864125917,6.418417789269776]}"
2_824,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.216822116667801,6.487947392260627]}"
2_825,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2769194091753966,6.458572482469918]}"
2_826,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.272876990396859,6.517322302051335]}"
2_827,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242424102265207,6.507620496982844]}"
2_828,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.250239445237047,6.461267428322277]}"
2_829,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.258324282794123,6.437821399406757]}"
2_830,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.239459661827613,6.512471399517089]}"
2_831,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.258324282794123,6.472586200902183]}"
2_832,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2437715751913863,6.512201904931854]}"
